StockCode,Description,TotalRevenue,AvgRevenue,OrderCount,TotalQuantity,AvgPrice,MinPrice,MaxPrice,UniqueCustomers,RevenuePerCustomer,RevenueShare,CumulativeRevenueShare,ABC_Category
22112,CHOCOLATE HOT WATER BOTTLE,23624.24,33.09,714,5160,4.87,4.25,10.79,382,61.84356020942409,0.269,20.039468320047522,A
23173,REGENCY TEAPOT ROSES ,23073.32,63.92,361,2666,9.71,8.0,19.96,248,93.03758064516128,0.263,20.3026245324849,A
22138,BAKING SET 9 PIECE RETROSPOT ,23007.55,26.54,867,4797,4.99,4.25,10.79,581,39.5999139414802,0.262,20.565030623826054,A
48187,DOORMAT NEW ENGLAND,22968.25,42.77,537,3721,7.82,4.58,8.25,314,73.14729299363057,0.262,20.82698849015456,A
22189,CREAM HEART CARD HOLDER,22715.57,49.49,459,8195,3.88,2.31,8.29,274,82.9035401459854,0.259,21.086064486350864,A
21623,VINTAGE UNION JACK MEMOBOARD,22709.13,109.18,208,3255,9.77,6.38,9.95,139,163.37503597122304,0.259,21.345067032952223,A
21733,RED HANGING HEART T-LIGHT HOLDER,22624.69,32.51,696,7759,2.95,2.55,5.79,385,58.765428571428565,0.258,21.603106523063303,A
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,22175.52,36.41,609,8100,2.94,2.55,5.79,281,78.91644128113879,0.253,21.856023132031122,A
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,22133.83,56.9,389,4663,4.89,1.71,5.17,275,80.48665454545456,0.252,22.108464257518605,A
21931,JUMBO STORAGE BAG SUKI,21790.95,27.83,783,11516,2.03,1.65,4.13,333,65.43828828828829,0.249,22.356994762335955,A
48185,DOORMAT FAIRY CAKE,21187.69,86.83,244,3429,7.91,4.58,15.79,143,148.16566433566433,0.242,22.598644956183104,A
22961,JAM MAKING SET PRINTED,21170.75,24.2,875,15055,1.47,1.25,3.29,537,39.42411545623836,0.241,22.840101945660937,A
23202,JUMBO BAG VINTAGE LEAF,20963.93,26.81,782,10716,2.08,1.65,4.13,377,55.607241379310345,0.239,23.079200108240155,A
21621,VINTAGE UNION JACK BUNTING,20962.16,52.14,402,2540,8.51,6.98,16.63,267,78.50996254681648,0.239,23.318278083585977,A
22726,ALARM CLOCK BAKELIKE GREEN,20880.4,25.84,808,5641,3.79,3.39,7.46,322,64.84596273291926,0.238,23.556423568422034,A
22666,RECIPE BOX PANTRY YELLOW DESIGN,20859.27,24.74,843,7373,2.96,1.96,5.79,471,44.2871974522293,0.238,23.794328061031187,A
23209,LUNCH BAG DOILEY PATTERN ,20817.56,20.23,1029,13004,1.65,1.45,4.13,469,44.38712153518124,0.237,24.03175684205567,A
15056N,EDWARDIAN PARASOL NATURAL,20696.71,54.18,382,3826,5.86,1.95,12.46,184,112.48211956521739,0.236,24.267807302653228,A
85066,CREAM SWEETHEART MINI CHEST,20562.92,45.19,455,1705,12.65,8.12,24.96,289,71.15197231833909,0.235,24.502331859320964,A
22722,SET OF 6 SPICE TINS PANTRY DESIGN,20530.0,30.46,674,5372,3.92,3.45,4.25,393,52.23918575063613,0.234,24.736480956258006,A
22139,RETROSPOT TEA SET CERAMIC 11 PC ,20470.78,24.57,833,4248,5.0,4.25,10.79,488,41.94831967213115,0.233,24.96995463626759,A
21166,COOK WITH WINE METAL SIGN ,20315.33,33.14,613,10209,2.04,1.4,2.41,287,70.78512195121952,0.232,25.201655375355656,A
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20174.23,25.12,803,10518,2.04,1.65,4.13,375,53.79794666666667,0.23,25.43174683838051,A
22630,DOLLY GIRL LUNCH BOX,20129.44,31.65,636,11336,1.95,1.65,4.13,287,70.13742160278746,0.23,25.66132746175354,A
22111,SCOTTIE DOG HOT WATER BOTTLE,20104.35,29.96,671,4259,4.9,4.25,5.1,425,47.30435294117647,0.229,25.890621928241913,A
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,20049.12,74.81,268,6652,3.54,2.75,6.63,155,129.34916129032257,0.229,26.11928648461709,A
82482,WOODEN PICTURE FRAME WHITE FINISH,20001.65,22.55,887,8276,2.66,1.92,5.79,410,48.784512195121955,0.228,26.34740963535994,A
48194,DOORMAT HEARTS,19948.81,41.22,484,3271,7.95,4.58,15.79,286,69.75108391608391,0.228,26.574930134457293,A
21731,RED TOADSTOOL LED NIGHT LIGHT,19844.91,37.09,535,12871,1.66,1.25,3.29,266,74.60492481203008,0.226,26.801265631549203,A
22659,LUNCH BOX I LOVE LONDON,19353.22,36.58,529,11094,1.93,1.65,4.13,213,90.86018779342723,0.221,27.02199329768773,A
84946,ANTIQUE SILVER TEA GLASS ETCHED,19239.42,27.92,689,16473,1.24,1.06,2.46,415,46.36004819277108,0.219,27.241423050176405,A
21523,DOORMAT FANCY FONT HOME SWEET HOME,19157.02,48.13,398,3088,7.87,4.58,15.79,203,94.36955665024631,0.218,27.459913012816678,A
20713,JUMBO BAG OWLS,19076.92,45.31,421,10466,2.02,1.65,4.13,207,92.15903381642511,0.218,27.67748941760675,A
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,18807.0,43.84,429,4922,4.09,3.39,8.29,248,75.83467741935483,0.214,27.891987326330327,A
22090,PAPER BUNTING RETROSPOT,18791.89,32.8,573,6879,2.9,2.55,5.79,325,57.8212,0.214,28.106312902230968,A
22383,LUNCH BAG SUKI  DESIGN ,18723.7,17.29,1083,11722,1.65,1.45,4.13,434,43.14216589861751,0.214,28.319860756411195,A
22728,ALARM CLOCK BAKELIKE PINK,18569.09,29.9,621,5074,3.79,3.39,7.46,291,63.8113058419244,0.212,28.531645250051852,A
21929,JUMBO BAG PINK VINTAGE PAISLEY,18429.98,30.41,606,9889,2.04,1.65,4.13,308,59.8375974025974,0.21,28.74184316401034,A
23206,LUNCH BAG APPLE DESIGN,18278.25,20.42,895,11565,1.64,1.45,1.65,401,45.58167082294264,0.208,28.95031056445308,A
21928,JUMBO BAG SCANDINAVIAN PAISLEY,18063.62,32.9,549,9704,2.03,1.65,4.13,264,68.42280303030303,0.206,29.156330063255513,A
20727,LUNCH BAG  BLACK SKULL.,18024.55,16.31,1105,11291,1.64,1.45,1.65,458,39.35491266375546,0.206,29.361903960245115,A
21843,RED RETROSPOT CAKE STAND,17929.75,42.39,423,1809,10.86,4.0,10.95,260,68.96057692307693,0.204,29.566396642700397,A
22697,GREEN REGENCY TEACUP AND SAUCER,17806.34,24.77,719,6430,2.94,2.55,5.79,387,46.01121447028424,0.203,29.76948180737423,A
23344,JUMBO BAG 50'S CHRISTMAS ,17679.72,29.37,602,8954,2.07,1.75,4.13,391,45.21667519181586,0.202,29.971122843521325,A
82494L,WOODEN FRAME ANTIQUE WHITE ,17625.07,21.49,820,6282,2.93,2.55,7.46,392,44.96191326530612,0.201,30.172140584580852,A
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,17604.99,37.38,471,6481,2.93,2.55,5.79,227,77.55502202643173,0.201,30.37292930889092,A
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17592.52,53.8,327,7907,2.61,1.74,4.96,192,91.62770833333333,0.201,30.5735758101499,A
82486,WOOD S/3 CABINET ANT WHITE FINISH,17590.63,30.91,569,2085,8.68,6.95,16.63,235,74.85374468085107,0.201,30.774200755549497,A
22467,GUMBALL COAT RACK,17580.35,30.0,586,7688,2.5,2.1,4.96,262,67.10057251908397,0.201,30.974708455322368,A
22969,HOMEMADE JAM SCENTED CANDLES,17521.6,33.76,519,12092,1.45,1.25,3.29,429,40.842890442890436,0.2,31.174546098619597,A
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,17304.57,87.84,197,10082,1.4,0.79,2.55,160,108.15356249999999,0.197,31.371908467756654,A
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,17303.98,22.07,784,6170,2.95,2.55,5.79,356,48.606685393258424,0.197,31.569264107815915,A
20728,LUNCH BAG CARS BLUE,17265.68,17.46,989,10820,1.66,1.45,4.13,479,36.045260960334026,0.197,31.76618292807914,A
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17226.2,72.08,239,15940,1.24,0.86,1.25,167,103.15089820359282,0.196,31.96265147039073,A
23240,SET OF 4 KNICK KNACK TINS DOILEY ,16432.25,33.0,498,4103,4.13,3.75,4.15,323,50.87383900928793,0.187,32.150064840977365,A
21212,PACK OF 72 RETROSPOT CAKE CASES,16394.53,15.35,1068,33693,0.55,0.4,1.25,635,25.81815748031496,0.187,32.3370480067936,A
22384,LUNCH BAG PINK POLKADOT,16349.5,17.08,957,10254,1.65,1.45,4.13,444,36.8231981981982,0.186,32.523517595706025,A
22865,HAND WARMER OWL DESIGN,16237.63,27.34,594,8115,2.11,1.79,4.13,375,43.30034666666666,0.185,32.708711283036656,A
15036,ASSORTED COLOURS SILK FAN,16044.44,49.37,325,21876,0.81,0.53,0.83,194,82.70329896907216,0.183,32.891701596571025,A
22492,MINI PAINT SET VINTAGE ,16039.24,49.35,325,26076,0.66,0.55,1.63,213,75.30159624413146,0.183,33.07463260297904,A
22382,LUNCH BAG SPACEBOY DESIGN ,15881.2,15.76,1008,9912,1.66,1.45,4.13,490,32.41061224489796,0.181,33.25576112895451,A
21485,RETROSPOT HEART HOT WATER BOTTLE,15871.73,28.96,548,3335,4.96,4.25,10.79,371,42.78094339622641,0.181,33.436781647528726,A
21754,HOME BUILDING BLOCK WORD,15630.96,22.02,710,2654,6.02,5.45,11.63,360,43.419333333333334,0.178,33.61505613210053,A
85152,HAND OVER THE CHOCOLATE   SIGN ,15539.11,26.07,596,8164,2.1,1.49,5.0,270,57.55225925925926,0.177,33.792283047526986,A
20712,JUMBO BAG WOODLAND ANIMALS,15511.6,31.21,497,8187,2.04,1.65,4.13,248,62.54677419354839,0.177,33.969196205444604,A
22114,HOT WATER BOTTLE TEA AND SYMPATHY,15415.22,29.64,520,3736,4.21,3.45,8.29,325,47.43144615384615,0.176,34.14501012858566,A
22385,JUMBO BAG SPACEBOY DESIGN,15331.02,31.48,487,8236,2.04,1.65,4.13,247,62.068906882591094,0.175,34.31986373248843,A
15056BL,EDWARDIAN PARASOL BLACK,15218.67,52.3,291,2779,5.89,1.95,12.46,142,107.1737323943662,0.174,34.49343596030541,A
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,15158.81,45.94,330,4035,4.04,3.39,8.29,202,75.04361386138613,0.173,34.66632547185633,A
22077,6 RIBBONS RUSTIC CHARM,14988.59,19.96,751,8605,1.78,1.45,3.29,413,36.29198547215496,0.171,34.83727358743643,A
22624,IVORY KITCHEN SCALES,14788.33,23.29,635,1783,8.58,7.65,16.63,376,39.33066489361702,0.169,35.00593769433887,A
22698,PINK REGENCY TEACUP AND SAUCER,14769.49,25.29,584,5343,2.94,2.55,5.79,319,46.299341692789966,0.168,35.17438692696043,A
82483,WOOD 2 DRAWER CABINET WHITE FINISH,14689.87,28.2,521,2341,6.73,4.95,14.13,241,60.95381742738589,0.168,35.34192807623576,A
20726,LUNCH BAG WOODLAND,14537.11,17.26,842,9115,1.66,1.45,4.13,372,39.07825268817204,0.166,35.50772696462224,A
22993,SET OF 4 PANTRY JELLY MOULDS,14180.17,15.88,893,11792,1.26,1.06,2.46,431,32.90062645011601,0.162,35.6694548749931,A
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,14044.74,45.45,309,3694,4.02,3.39,4.15,202,69.52841584158416,0.16,35.82963817687891,A
22835,HOT WATER BOTTLE I AM SO POORLY,13847.28,26.73,518,2972,4.86,4.25,9.13,316,43.820506329113925,0.158,35.98756940469353,A
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13586.25,28.72,473,54415,0.29,0.18,0.63,307,44.254885993485345,0.155,36.1425235288173,A
48184,DOORMAT ENGLISH ROSE ,13470.95,37.63,358,1975,7.78,4.58,8.25,227,59.34339207048458,0.154,36.2961626314663,A
22084,PAPER CHAIN KIT EMPIRE,13435.15,35.08,383,4893,2.91,2.55,2.95,277,48.50234657039711,0.153,36.44939342736078,A
84029E,RED WOOLLY HOTTIE WHITE HEART.,13430.51,40.95,328,3707,4.05,2.95,8.29,228,58.90574561403509,0.153,36.602571303050205,A
22847,BREAD BIN DINER STYLE IVORY,13191.69,38.57,342,851,16.52,11.63,33.29,214,61.643411214953275,0.15,36.753025384909606,A
23356,LOVE HOT WATER BOTTLE,13115.4,27.73,473,2352,5.89,4.95,5.95,316,41.504430379746836,0.15,36.90260936279407,A
22900, SET 2 TEA TOWELS I LOVE LONDON ,13068.2,33.68,388,4580,3.12,2.32,3.25,194,67.3618556701031,0.149,37.051655014454695,A
23200,JUMBO BAG PEARS,13043.24,27.34,477,6733,2.07,1.65,4.13,262,49.78335877862595,0.149,37.20041599190882,A
22622,BOX OF VINTAGE ALPHABET BLOCKS,13035.66,56.43,231,1295,11.12,8.5,24.96,174,74.91758620689654,0.149,37.34909051782107,A
84078A,SET/4 WHITE RETRO STORAGE CUBES ,13007.15,122.71,106,357,38.87,34.95,39.95,79,164.64746835443037,0.148,37.49743988100784,A
23313,VINTAGE CHRISTMAS BUNTING,12994.77,35.03,371,2755,4.95,4.15,10.79,254,51.160511811023625,0.148,37.64564804761304,A
23108,SET OF 10 LED DOLLY LIGHTS,12985.23,36.68,354,2194,6.15,3.39,12.46,271,47.91597785977859,0.148,37.79374740845179,A
82583,HOT BATHS METAL SIGN,12832.14,31.76,404,6415,2.08,1.49,2.4,206,62.291941747572814,0.146,37.94010074468023,A
84978,HANGING HEART JAR T-LIGHT HOLDER,12674.72,21.82,581,10980,1.23,1.06,2.46,304,41.69315789473684,0.145,38.08465867171043,A
22752,SET 7 BABUSHKA NESTING BOXES,12665.29,42.08,301,1654,8.4,3.95,16.63,188,67.36856382978723,0.144,38.229109047548015,A
22558,CLOTHES PEGS RETROSPOT PACK 24 ,12545.38,19.36,648,8418,1.6,1.0,3.29,363,34.56027548209366,0.143,38.37219182386229,A
23301,GARDENERS KNEELING PAD KEEP CALM ,12493.48,16.27,768,7740,1.66,1.18,3.29,405,30.8480987654321,0.142,38.51468266943467,A
22507,MEMO BOARD RETROSPOT  DESIGN,12411.02,35.66,348,2786,4.94,3.85,10.79,230,53.960956521739135,0.142,38.656233040845656,A
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,12294.38,39.92,308,1723,8.36,5.88,8.5,172,71.47895348837208,0.14,38.79645310779163,A
22188,BLACK HEART CARD HOLDER,12261.9,73.42,167,4844,3.8,2.31,8.29,123,99.69024390243902,0.14,38.93630273330221,A
22866,HAND WARMER SCOTTY DOG DESIGN,12248.76,24.4,502,6118,2.09,1.79,2.1,329,37.230273556231005,0.14,39.07600249426658,A
20750,RED RETROSPOT MINI CASES,12216.8,33.29,367,1712,7.75,6.35,7.95,235,51.9863829787234,0.139,39.2153377445082,A
21232,STRAWBERRY CERAMIC TRINKET BOX,12210.06,20.59,593,10366,1.26,1.06,2.46,312,39.13480769230769,0.139,39.35459612358989,A
22113,GREY HEART HOT WATER BOTTLE,12191.15,22.58,540,3156,4.03,3.32,7.46,337,36.17551928783383,0.139,39.493638830025546,A
22551,PLASTERS IN TIN SPACEBOY,12151.8,20.46,594,7664,1.66,1.45,3.29,339,35.846017699115045,0.139,39.63223274118772,A
22941,CHRISTMAS LIGHTS 10 REINDEER,12150.0,47.65,255,1572,8.45,6.5,8.5,205,59.26829268292683,0.139,39.77080612296001,A
20749,ASSORTED COLOUR MINI CASES,12123.41,32.94,368,1719,7.79,6.35,16.63,239,50.725564853556484,0.138,39.90907624002273,A
82600,NO SINGING METAL SIGN,12097.38,28.6,423,5833,2.08,1.69,2.41,221,54.739276018099545,0.138,40.047049479297165,A
21524,DOORMAT SPOTTY HOME SWEET HOME,12095.67,29.5,410,1662,7.96,4.58,16.63,251,48.1899203187251,0.138,40.18500321565121,A
22867,HAND WARMER BIRD DESIGN,12081.43,24.76,488,6001,2.11,1.85,4.13,333,36.280570570570575,0.138,40.32279454172077,A
22083,PAPER CHAIN KIT RETROSPOT,12043.21,26.88,448,4307,2.95,2.55,5.79,294,40.96329931972789,0.137,40.46014996041162,A
23207,LUNCH BAG ALPHABET DESIGN,12029.06,17.93,671,7554,1.65,1.45,4.13,377,31.90732095490716,0.137,40.59734399528748,A
22379,RECYCLING BAG RETROSPOT ,11942.43,28.85,414,6088,2.12,1.85,4.13,187,63.863262032085565,0.136,40.733549996248705,A
22625,RED KITCHEN SCALES,11895.73,26.14,455,1476,8.44,6.0,16.63,292,40.73880136986301,0.136,40.86922337359439,A
22568,FELTCRAFT CUSHION OWL,11783.05,27.66,426,3284,3.79,3.39,7.46,244,48.29118852459016,0.134,41.00361161113282,A
22273,FELTCRAFT DOLL MOLLY,11762.99,39.21,300,4469,2.97,2.3,5.79,211,55.74876777251185,0.134,41.13777106002612,A
47590B,PINK HAPPY BIRTHDAY BUNTING,11688.15,32.2,363,2287,5.41,4.65,5.45,238,49.10987394957983,0.133,41.271076942508564,A
23077,DOUGHNUT LIP GLOSS ,11640.7,37.67,309,9662,1.24,1.04,1.25,217,53.64377880184332,0.133,41.40384164746303,A
22554,PLASTERS IN TIN WOODLAND ANIMALS,11637.43,19.24,605,7307,1.65,1.45,3.29,351,33.155071225071225,0.133,41.53656905735919,A
21977,PACK OF 60 PINK PAISLEY CAKE CASES,11629.7,16.95,686,24264,0.55,0.4,1.25,410,28.365121951219514,0.133,41.66920830493097,A
20971,PINK BLUE FELT CRAFT TRINKET BOX,11629.39,24.85,468,10225,1.27,1.06,2.46,277,41.98335740072202,0.133,41.80184401688561,A
22607,WOODEN ROUNDERS GARDEN SET ,11601.14,37.79,307,1269,9.78,8.5,16.63,224,51.79080357142857,0.132,41.9341575314711,A
22191,IVORY DINER WALL CLOCK,11587.2,28.9,401,1426,8.46,7.65,8.5,239,48.48200836820084,0.132,42.0663120573371,A
23174,REGENCY SUGAR BOWL GREEN,11575.54,43.03,269,2956,4.13,3.75,8.29,190,60.92389473684211,0.132,42.19833359837747,A
22149,FELTCRAFT 6 FLOWER FRIENDS,11566.39,24.45,473,5890,2.1,1.85,4.13,337,34.32163204747774,0.132,42.33025078168587,A
48188,DOORMAT WELCOME PUPPIES,11544.2,45.63,253,2028,7.91,4.58,15.79,163,70.82331288343559,0.132,42.461914883237775,A
21755,LOVE BUILDING BLOCK WORD,11535.56,19.89,580,1946,6.02,5.45,12.46,337,34.23014836795252,0.132,42.5934804437182,A
22427,ENAMEL FLOWER JUG CREAM,11444.93,25.6,447,1995,5.91,5.45,11.63,311,36.80041800643087,0.131,42.72401234941755,A
22193,RED DINER WALL CLOCK,11074.39,26.43,419,1352,8.5,7.65,16.63,206,53.75917475728155,0.126,42.85031816615543,A
21930,JUMBO STORAGE BAG SKULLS,10890.79,22.64,481,5706,2.03,1.65,2.08,220,49.50359090909091,0.124,42.974529985124306,A
22501,PICNIC BASKET WICKER LARGE,10818.9,41.77,259,1194,9.78,3.0,9.95,187,57.85508021390374,0.123,43.097921883071315,A
22570,FELTCRAFT CUSHION RABBIT,10694.81,32.12,333,3018,3.74,3.39,7.46,202,52.94460396039604,0.122,43.21989850768959,A
22413,METAL SIGN TAKE IT OR LEAVE IT ,10647.3,29.74,358,3690,2.96,2.55,5.79,228,46.69868421052631,0.121,43.34133327046688,A
22776,SWEETHEART CAKESTAND 3 TIER,10570.6,23.44,451,1116,9.86,8.5,9.95,327,32.32599388379205,0.121,43.461893253130434,A
21790,VINTAGE SNAP CARDS,10447.42,14.19,736,13336,0.85,0.58,1.63,449,23.268195991091314,0.119,43.581048341212366,A
47566B,TEA TIME PARTY BUNTING,10445.25,32.95,317,2291,4.86,3.75,4.95,192,54.40234375,0.119,43.70017867997426,A
21936,RED RETROSPOT PICNIC BAG,10371.66,26.73,388,3758,2.95,2.55,5.79,223,46.50968609865471,0.118,43.81846970884605,A
22662,LUNCH BAG DOLLY GIRL DESIGN,10360.69,16.87,614,6545,1.66,1.45,4.13,310,33.42158064516129,0.118,43.93663562249168,A
22730,ALARM CLOCK BAKELIKE IVORY,10285.61,21.56,477,2728,3.76,3.39,7.46,241,42.678879668049795,0.117,44.05394523247446,A
22087,PAPER BUNTING WHITE LACE,10264.05,38.73,265,3779,2.88,2.55,2.95,155,66.21967741935484,0.117,44.171008945987204,A
85014B,RED RETROSPOT UMBRELLA,10247.47,33.49,306,1846,6.09,4.95,12.46,210,48.79747619047619,0.117,44.28788356100861,A
21479,WHITE SKULL HOT WATER BOTTLE ,10227.72,26.16,391,2702,4.02,3.39,4.25,252,40.586190476190474,0.117,44.40453292300203,A
22617,BAKING SET SPACEBOY DESIGN,10210.89,23.91,427,2153,5.04,4.25,10.79,296,34.496249999999996,0.116,44.52099033519996,A
23170,REGENCY TEA PLATE ROSES ,10190.79,30.98,329,6575,1.66,1.45,3.29,224,45.494598214285716,0.116,44.637218502544094,A
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,10161.41,38.49,264,928,12.19,9.95,24.96,179,56.767653631284915,0.116,44.75311158462432,A
22988,SOLDIERS EGG CUP ,10150.22,30.03,338,8821,1.26,1.06,2.46,197,51.52395939086294,0.116,44.86887704233072,A
20724,RED RETROSPOT CHARLOTTE BAG,10125.85,13.48,751,12809,0.85,0.72,1.63,335,30.22641791044776,0.115,44.98436455490841,A
47590A,BLUE HAPPY BIRTHDAY BUNTING,10107.52,28.39,356,1950,5.47,4.65,10.79,228,44.33122807017544,0.115,45.099643009865694,A
71459,HANGING JAM JAR T-LIGHT HOLDER,10031.45,26.4,380,12941,0.83,0.72,1.66,226,44.38694690265487,0.114,45.21405386999571,A
21891,TRADITIONAL WOODEN SKIPPING ROPE,10019.47,27.99,358,7919,1.39,1.02,1.45,264,37.95253787878788,0.114,45.32832809563077,A
23208,LUNCH BAG VINTAGE LEAF DESIGN,10006.45,16.27,615,6225,1.65,1.45,1.65,305,32.80803278688525,0.114,45.442453825345616,A
