CustomerID,Recency,Frequency,Monetary,TotalQuantity,AvgQuantityPerOrder,AvgUnitPrice,UniqueProducts,FirstPurchase,LastPurchase,CustomerLifetime,AvgOrderValue,PurchaseFrequency,R_Score,F_Score,M_Score,RFM_Score,Segment
12367.0,4,1,150.9,172,17.2,1.72,10,2011-12-05 16:48:00,2011-12-05 16:48:00,0,150.9,1.0,5,1,1,511,New Customers
12370.0,51,4,3425.69,2350,14.156626506024097,2.576204819277108,142,2010-12-14 12:58:00,2011-10-19 14:51:00,309,856.4225,0.012903225806451613,3,4,5,345,Loyal Customers
12371.0,60,1,1527.96,582,9.387096774193548,3.291612903225807,62,2011-10-11 10:43:00,2011-10-11 10:43:00,0,1527.96,1.0,3,1,4,314,Cannot Lose Them
12372.0,72,3,1196.04,788,16.081632653061224,2.1442857142857146,33,2011-02-16 12:46:00,2011-09-29 12:12:00,224,398.68,0.013333333333333334,3,3,4,334,Promising
12373.0,311,1,324.6,196,15.076923076923077,1.8576923076923075,13,2011-02-01 13:10:00,2011-02-01 13:10:00,0,324.6,1.0,1,1,2,112,About to Sleep
12374.0,25,1,622.93,339,10.59375,3.1015625,32,2011-11-14 15:37:00,2011-11-14 15:37:00,0,622.93,1.0,4,1,3,413,Potential Loyalists
12375.0,11,2,377.5,176,11.733333333333333,2.5013333333333336,13,2011-09-02 14:23:00,2011-11-29 10:36:00,87,188.75,0.022727272727272728,5,2,2,522,New Customers
12377.0,315,2,1548.12,942,12.394736842105264,2.2282894736842103,71,2010-12-20 09:37:00,2011-01-28 15:45:00,39,774.06,0.05,1,2,4,124,About to Sleep
12378.0,130,1,4008.62,2529,11.547945205479452,2.9974429223744297,219,2011-08-02 10:34:00,2011-08-02 10:34:00,0,4008.62,1.0,2,1,5,215,About to Sleep
12379.0,82,2,777.24,402,10.578947368421053,2.2276315789473684,38,2011-06-22 16:32:00,2011-09-19 10:09:00,88,388.62,0.02247191011235955,2,2,3,223,About to Sleep
12380.0,22,4,2427.81,1110,11.1,2.8238,76,2011-06-07 09:49:00,2011-11-18 11:27:00,164,606.9525,0.024242424242424242,4,4,5,445,Champions
12381.0,5,3,1474.81,797,9.71951219512195,3.377317073170732,69,2011-08-12 09:57:00,2011-12-05 12:44:00,115,491.6033333333333,0.02586206896551724,5,3,4,534,Potential Loyalists
12383.0,185,5,1628.56,1518,16.148936170212767,2.421382978723404,83,2010-12-22 14:28:00,2011-06-08 08:02:00,167,325.712,0.02976190476190476,1,4,4,144,Loyal Customers
12384.0,29,2,425.27000000000004,122,4.88,5.3096000000000005,25,2011-08-10 11:23:00,2011-11-11 08:39:00,92,212.63500000000002,0.021505376344086023,4,2,2,422,New Customers
12386.0,338,2,401.9,354,35.4,2.391,10,2010-12-08 09:53:00,2011-01-06 12:37:00,29,200.95,0.06666666666666667,1,2,2,122,About to Sleep
12388.0,16,6,2780.66,1462,14.62,2.7777,57,2011-01-17 11:12:00,2011-11-24 12:30:00,311,463.4433333333333,0.019230769230769232,4,5,5,455,Champions
12390.0,80,1,504.84000000000003,350,11.290322580645162,3.641935483870968,31,2011-09-21 09:33:00,2011-09-21 09:33:00,0,504.84000000000003,1.0,2,1,3,213,About to Sleep
12391.0,22,1,460.89,300,3.0,2.4599,92,2011-11-18 12:07:00,2011-11-18 12:07:00,0,460.89,1.0,4,1,2,412,New Customers
12393.0,72,4,1582.6000000000001,816,12.75,2.2796875,47,2011-01-11 09:47:00,2011-09-28 15:41:00,260,395.65000000000003,0.01532567049808429,3,4,4,344,Loyal Customers
12394.0,64,2,1080.48,808,32.32,2.3204,25,2011-05-06 14:01:00,2011-10-07 08:08:00,153,540.24,0.012987012987012988,3,2,4,324,Promising
12395.0,19,12,2682.63,2097,14.5625,2.987083333333333,90,2010-12-03 16:35:00,2011-11-20 15:21:00,351,223.5525,0.03409090909090909,4,5,5,455,Champions
12397.0,36,2,2214.9,1250,10.080645161290322,3.282258064516129,109,2011-07-27 14:21:00,2011-11-04 09:52:00,99,1107.45,0.02,3,2,5,325,Promising
12398.0,46,1,1435.66,1389,16.535714285714285,1.5402380952380952,84,2011-10-25 10:27:00,2011-10-25 10:27:00,0,1435.66,1.0,3,1,4,314,Cannot Lose Them
12399.0,119,4,1033.65,1173,21.327272727272728,1.1774545454545455,46,2011-03-23 09:42:00,2011-08-12 13:15:00,142,258.4125,0.027972027972027972,2,4,4,244,Loyal Customers
12401.0,303,1,69.3,10,2.5,8.35,4,2011-02-09 13:50:00,2011-02-09 13:50:00,0,69.3,1.0,1,1,1,111,About to Sleep
12402.0,323,1,195.6,92,9.2,2.12,10,2011-01-20 13:49:00,2011-01-20 13:49:00,0,195.6,1.0,1,1,1,111,About to Sleep
12403.0,50,1,391.7,94,23.5,4.3500000000000005,4,2011-10-21 10:51:00,2011-10-21 10:51:00,0,391.7,1.0,3,1,2,312,Lost
12405.0,149,1,1390.39,849,16.0188679245283,2.856415094339623,53,2011-07-14 08:52:00,2011-07-14 08:52:00,0,1390.39,1.0,2,1,4,214,About to Sleep
12406.0,22,2,3415.3,1818,17.314285714285713,2.487047619047619,92,2011-06-09 10:23:00,2011-11-17 19:22:00,161,1707.65,0.012345679012345678,4,2,5,425,Potential Loyalists
12407.0,50,5,1507.1200000000001,1403,19.48611111111111,2.410972222222222,56,2011-03-20 13:21:00,2011-10-21 10:11:00,214,301.42400000000004,0.023255813953488372,3,4,4,344,Loyal Customers
12408.0,33,5,2618.55,1391,13.772277227722773,2.548514851485148,80,2011-03-24 14:46:00,2011-11-07 12:27:00,227,523.71,0.021929824561403508,4,4,5,445,Champions
12409.0,79,3,11072.67,5551,50.92660550458716,3.574495412844037,91,2011-06-10 12:19:00,2011-09-22 10:38:00,103,3690.89,0.028846153846153848,2,3,5,235,At Risk
12410.0,309,2,533.33,207,8.28,4.9888,25,2011-02-04 10:38:00,2011-02-04 10:39:00,0,266.665,2.0,1,2,3,123,About to Sleep
12412.0,75,3,1142.88,824,14.206896551724139,1.9748275862068967,42,2011-06-23 13:51:00,2011-09-26 10:16:00,94,380.96000000000004,0.031578947368421054,2,3,4,234,At Risk
12413.0,67,3,686.1,282,7.833333333333333,4.065,28,2011-01-06 16:12:00,2011-10-04 09:00:00,270,228.70000000000002,0.01107011070110701,3,3,3,333,Promising
12414.0,217,3,442.41,297,19.8,2.284,15,2011-02-02 14:51:00,2011-05-06 14:51:00,93,147.47,0.031914893617021274,1,3,2,132,Lost
12415.0,24,20,124564.53,77373,108.51753155680224,2.450322580645161,443,2011-01-06 11:12:00,2011-11-15 14:22:00,313,6228.2265,0.06369426751592357,4,5,5,455,Champions
12417.0,3,9,3226.1,1527,8.344262295081966,4.775300546448087,157,2010-12-17 11:51:00,2011-12-06 14:52:00,354,358.4555555555555,0.02535211267605634,5,5,5,555,Champions
12418.0,113,1,668.58,407,11.970588235294118,3.5644117647058824,34,2011-08-19 11:08:00,2011-08-19 11:08:00,0,668.58,1.0,2,1,3,213,About to Sleep
12420.0,64,1,600.39,345,11.89655172413793,4.707241379310345,29,2011-10-07 08:55:00,2011-10-07 08:55:00,0,600.39,1.0,3,1,3,313,Lost
12421.0,16,4,639.04,478,11.658536585365853,2.229512195121951,31,2011-01-24 15:09:00,2011-11-24 09:07:00,303,159.76,0.013157894736842105,4,4,3,443,Potential Loyalists
12422.0,96,3,683.5600000000001,367,9.657894736842104,2.293421052631579,38,2011-01-19 09:13:00,2011-09-05 09:48:00,229,227.85333333333335,0.013043478260869565,2,3,3,233,At Risk
12423.0,1,8,1634.31,1324,11.316239316239317,2.087179487179487,96,2010-12-21 10:54:00,2011-12-09 10:10:00,352,204.28875,0.0226628895184136,5,5,4,554,Champions
12424.0,163,2,1760.96,740,24.666666666666668,2.780666666666667,30,2011-06-30 12:06:00,2011-06-30 12:06:00,0,880.48,2.0,2,2,4,224,About to Sleep
12425.0,78,1,777.2,496,13.777777777777779,2.5644444444444443,36,2011-09-22 17:31:00,2011-09-22 17:31:00,0,777.2,1.0,2,1,3,213,About to Sleep
12426.0,195,1,510.73,254,8.758620689655173,3.451379310344828,29,2011-05-29 12:26:00,2011-05-29 12:26:00,0,510.73,1.0,1,1,3,113,About to Sleep
12427.0,22,3,699.8,526,18.785714285714285,3.152142857142857,25,2010-12-03 10:44:00,2011-11-18 08:56:00,349,233.26666666666665,0.008571428571428572,4,3,3,433,Potential Loyalists
12428.0,26,8,6405.26,3509,12.226480836236934,2.9437630662020906,256,2011-03-01 09:33:00,2011-11-14 08:22:00,257,800.6575,0.031007751937984496,4,5,5,455,Champions
12429.0,9,4,3388.4,1538,16.361702127659573,3.065744680851064,81,2010-12-09 12:05:00,2011-11-30 17:22:00,356,847.1,0.011204481792717087,5,4,5,545,Champions
12430.0,43,1,216.4,116,11.6,2.848,10,2011-10-27 15:09:00,2011-10-27 15:09:00,0,216.4,1.0,3,1,1,311,Lost
12431.0,36,15,6382.45,2899,12.44206008583691,3.6887982832618027,162,2010-12-01 10:03:00,2011-11-04 11:55:00,338,425.49666666666667,0.04424778761061947,3,5,5,355,Loyal Customers
12432.0,43,4,4359.32,1800,16.822429906542055,4.107383177570093,106,2011-06-20 13:27:00,2011-10-28 11:43:00,129,1089.83,0.03076923076923077,3,4,5,345,Loyal Customers
12433.0,1,7,13375.87,11071,26.35952380952381,2.1927380952380955,219,2010-12-01 13:24:00,2011-12-09 10:02:00,372,1910.8385714285716,0.01876675603217158,5,5,5,555,Champions
12434.0,85,2,806.14,394,7.88,3.6726,46,2011-03-24 13:05:00,2011-09-16 12:38:00,175,403.07,0.011363636363636364,2,2,3,223,About to Sleep
12435.0,80,2,7829.89,2055,57.083333333333336,5.479166666666667,31,2011-03-17 07:40:00,2011-09-21 09:06:00,188,3914.945,0.010582010582010581,2,2,5,225,About to Sleep
12436.0,100,1,429.01000000000005,209,13.933333333333334,2.952,15,2011-09-01 12:09:00,2011-09-01 12:09:00,0,429.01000000000005,1.0,2,1,2,212,About to Sleep
12437.0,2,18,4447.41,2894,15.728260869565217,2.8722826086956523,117,2011-01-12 14:13:00,2011-12-08 11:35:00,329,247.07833333333332,0.05454545454545454,5,5,5,555,Champions
12438.0,14,2,2466.85,1169,12.177083333333334,3.142708333333333,83,2011-07-22 13:29:00,2011-11-25 13:28:00,125,1233.425,0.015873015873015872,4,2,5,425,Potential Loyalists
12441.0,367,1,155.55,120,12.0,2.271,10,2010-12-08 10:45:00,2010-12-08 10:45:00,0,155.55,1.0,1,1,1,111,About to Sleep
12442.0,3,1,144.06,181,16.454545454545453,1.0981818181818181,11,2011-12-06 14:22:00,2011-12-06 14:22:00,0,144.06,1.0,5,1,1,511,New Customers
12444.0,21,5,4085.46,1130,6.569767441860465,5.576337209302325,137,2011-06-21 14:00:00,2011-11-18 13:23:00,149,817.092,0.03333333333333333,4,4,5,445,Champions
12445.0,22,1,77.4,60,20.0,1.3166666666666667,3,2011-11-17 18:43:00,2011-11-17 18:43:00,0,77.4,1.0,4,1,1,411,New Customers
12446.0,58,1,1002.3100000000001,351,6.157894736842105,4.352631578947368,57,2011-10-13 12:50:00,2011-10-13 12:50:00,0,1002.3100000000001,1.0,3,1,4,314,Cannot Lose Them
12447.0,243,1,431.49,187,7.48,3.1172000000000004,25,2011-04-10 13:25:00,2011-04-10 13:25:00,0,431.49,1.0,1,1,2,112,About to Sleep
12448.0,44,1,365.45,240,11.428571428571429,4.901904761904762,21,2011-10-26 13:46:00,2011-10-26 13:46:00,0,365.45,1.0,3,1,2,312,Lost
12449.0,22,4,3596.29,1523,8.144385026737968,3.4368449197860964,117,2011-06-05 15:37:00,2011-11-17 13:46:00,164,899.0725,0.024242424242424242,4,4,5,445,Champions
12450.0,156,2,197.88,128,16.0,1.6175,7,2011-06-19 14:36:00,2011-07-06 14:41:00,17,98.94,0.1111111111111111,2,2,1,221,About to Sleep
12451.0,11,5,8995.52,6574,18.623229461756374,2.3437110481586405,264,2011-01-19 09:05:00,2011-11-29 08:40:00,313,1799.104,0.01592356687898089,5,4,5,545,Champions
12452.0,17,1,348.57,181,9.05,2.8835,20,2011-11-23 08:05:00,2011-11-23 08:05:00,0,348.57,1.0,4,1,2,412,New Customers
12453.0,134,1,707.09,473,11.0,2.393255813953488,43,2011-07-28 14:08:00,2011-07-28 14:08:00,0,707.09,1.0,2,1,3,213,About to Sleep
12454.0,56,1,3528.34,1006,67.06666666666666,7.282,15,2011-10-14 17:13:00,2011-10-14 17:13:00,0,3528.34,1.0,3,1,5,315,Cannot Lose Them
12455.0,73,5,2339.86,2084,24.51764705882353,1.8658823529411763,84,2011-02-16 09:56:00,2011-09-27 15:31:00,223,467.97200000000004,0.022321428571428572,2,4,5,245,Loyal Customers
12456.0,44,3,2581.04,1618,13.262295081967213,2.7300819672131147,104,2011-03-30 09:12:00,2011-10-26 14:41:00,210,860.3466666666667,0.014218009478672985,3,3,5,335,Promising
12457.0,66,6,2043.23,835,14.152542372881356,3.595593220338983,52,2011-04-14 18:57:00,2011-10-04 13:13:00,172,340.53833333333336,0.03468208092485549,3,5,4,354,Loyal Customers
12458.0,71,2,787.4,502,13.944444444444445,2.3444444444444446,34,2011-02-28 10:55:00,2011-09-29 15:25:00,213,393.7,0.009345794392523364,3,2,3,323,Promising
12461.0,155,1,626.88,282,8.294117647058824,3.2076470588235293,34,2011-07-08 10:23:00,2011-07-08 10:23:00,0,626.88,1.0,2,1,3,213,About to Sleep
12462.0,19,2,937.59,527,8.783333333333333,3.9125,50,2011-02-09 14:44:00,2011-11-21 09:11:00,284,468.795,0.007017543859649123,4,2,4,424,Potential Loyalists
12463.0,53,4,1200.78,768,9.721518987341772,2.2862025316455696,64,2011-04-12 12:47:00,2011-10-17 13:44:00,188,300.195,0.021164021164021163,3,4,4,344,Loyal Customers
12464.0,10,8,957.05,95,4.318181818181818,10.825000000000001,5,2011-02-03 13:30:00,2011-11-29 13:33:00,299,119.63125,0.02666666666666667,5,5,4,554,Champions
12465.0,17,2,682.1899999999999,475,10.555555555555555,2.216,45,2011-06-23 13:37:00,2011-11-22 16:34:00,152,341.09499999999997,0.013071895424836602,4,2,3,423,Potential Loyalists
12468.0,188,2,657.54,362,10.055555555555555,2.710277777777778,35,2011-01-27 13:29:00,2011-06-05 11:36:00,128,328.77,0.015503875968992248,1,2,3,123,About to Sleep
12471.0,2,27,17424.05,8104,18.46013667425968,2.6063097949886105,148,2010-12-10 09:35:00,2011-12-07 15:43:00,362,645.3351851851852,0.0743801652892562,5,5,5,555,Champions
12472.0,32,7,6068.11,4120,12.409638554216867,2.0687048192771083,218,2010-12-05 14:19:00,2011-11-07 14:01:00,336,866.8728571428571,0.020771513353115726,4,5,5,455,Champions
12473.0,54,3,2596.23,2419,15.024844720496894,1.8018633540372673,138,2011-06-01 10:15:00,2011-10-17 11:27:00,138,865.41,0.02158273381294964,3,3,5,335,Promising
12474.0,17,18,6745.79,4812,11.794117647058824,2.272156862745098,252,2011-01-14 10:06:00,2011-11-22 14:39:00,312,374.7661111111111,0.05750798722044728,4,5,5,455,Champions
12475.0,54,1,669.38,532,15.2,2.5108571428571427,35,2011-10-17 10:10:00,2011-10-17 10:10:00,0,669.38,1.0,3,1,3,313,Lost
12476.0,16,11,5898.42,2357,10.522321428571429,4.3019196428571425,176,2010-12-13 14:39:00,2011-11-24 12:40:00,345,536.22,0.031791907514450865,4,5,5,455,Champions
12477.0,23,6,13219.74,3653,12.176666666666666,4.3832,191,2011-02-11 12:45:00,2011-11-17 09:51:00,278,2203.29,0.021505376344086023,4,5,5,455,Champions
12478.0,4,1,545.99,233,6.6571428571428575,3.3817142857142857,35,2011-12-06 09:56:00,2011-12-06 09:56:00,0,545.99,1.0,5,1,3,513,Potential Loyalists
12479.0,11,1,473.2,382,12.733333333333333,2.1576666666666666,30,2011-11-28 13:26:00,2011-11-28 13:26:00,0,473.2,1.0,5,1,2,512,New Customers
12480.0,28,4,2885.63,1685,11.233333333333333,2.738,128,2011-01-07 15:27:00,2011-11-11 14:52:00,307,721.4075,0.012987012987012988,4,4,5,445,Champions
12481.0,23,10,5020.32,3272,15.655502392344498,2.856698564593301,149,2010-12-09 10:13:00,2011-11-17 08:29:00,342,502.032,0.029154518950437316,4,5,5,455,Champions
12483.0,17,8,1910.98,1094,16.08823529411765,2.2626470588235295,45,2011-01-04 14:20:00,2011-11-22 17:02:00,322,238.8725,0.02476780185758514,4,5,4,454,Champions
12484.0,35,4,3953.72,2170,6.345029239766082,2.835175438596491,255,2011-01-07 14:04:00,2011-11-04 15:18:00,301,988.43,0.013245033112582781,3,4,5,345,Loyal Customers
12488.0,10,3,1244.66,526,9.74074074074074,3.4705555555555554,45,2011-09-25 10:34:00,2011-11-30 08:50:00,65,414.8866666666667,0.045454545454545456,5,3,4,534,Potential Loyalists
12489.0,336,1,298.93,103,7.357142857142857,5.0442857142857145,14,2011-01-07 13:13:00,2011-01-07 13:13:00,0,298.93,1.0,1,1,2,112,About to Sleep
12490.0,5,10,4859.93,3033,12.906382978723403,2.0414893617021277,130,2011-01-14 09:13:00,2011-12-04 16:07:00,324,485.99300000000005,0.03076923076923077,5,5,5,555,Champions
12491.0,39,1,424.40000000000003,258,10.32,2.792,24,2011-11-01 12:18:00,2011-11-01 12:18:00,0,424.40000000000003,1.0,3,1,2,312,Lost
12492.0,63,2,227.21,190,10.555555555555555,1.7194444444444443,18,2011-08-26 14:51:00,2011-10-07 15:15:00,42,113.605,0.046511627906976744,3,2,1,321,Lost
12493.0,166,2,415.74,206,9.80952380952381,3.657142857142857,19,2011-05-26 14:53:00,2011-06-27 10:17:00,31,207.87,0.0625,2,2,2,222,About to Sleep
12494.0,16,7,1084.1000000000001,698,9.830985915492958,2.6674647887323943,62,2010-12-09 11:31:00,2011-11-24 09:34:00,349,154.8714285714286,0.02,4,5,4,454,Champions
12497.0,82,1,953.1,1231,94.6923076923077,0.8338461538461538,13,2011-09-19 12:29:00,2011-09-19 12:29:00,0,953.1,1.0,2,1,4,214,About to Sleep
12498.0,21,3,349.70000000000005,156,7.428571428571429,2.8833333333333333,20,2011-10-13 09:30:00,2011-11-18 12:53:00,36,116.56666666666668,0.08108108108108109,4,3,2,432,Promising
12500.0,23,11,4059.82,2667,51.28846153846154,3.4971153846153844,33,2011-01-10 09:48:00,2011-11-16 16:20:00,310,369.07454545454544,0.03536977491961415,4,5,5,455,Champions
12501.0,337,1,2025.39,1775,11.993243243243244,2.307364864864865,148,2011-01-07 12:28:00,2011-01-07 12:28:00,0,2025.39,1.0,1,1,4,114,About to Sleep
12502.0,96,5,2995.87,794,5.591549295774648,5.66556338028169,101,2011-02-03 10:41:00,2011-09-05 11:52:00,214,599.174,0.023255813953488372,2,4,5,245,Loyal Customers
12504.0,18,2,428.04999999999995,87,10.875,7.887499999999999,5,2011-11-09 14:56:00,2011-11-21 16:02:00,12,214.02499999999998,0.15384615384615385,4,2,2,422,New Customers
12506.0,233,1,73.5,23,1.0,3.1956521739130435,23,2011-04-21 08:54:00,2011-04-21 08:54:00,0,73.5,1.0,1,1,1,111,About to Sleep
12507.0,134,3,1052.81,885,46.578947368421055,2.4273684210526314,18,2011-02-14 09:24:00,2011-07-28 17:09:00,164,350.93666666666667,0.01818181818181818,2,3,4,234,At Risk
12508.0,26,2,398.27,272,3.9420289855072466,1.7204347826086959,57,2011-11-10 16:27:00,2011-11-13 15:37:00,2,199.135,0.6666666666666666,4,2,2,422,New Customers
12509.0,284,1,158.5,54,9.0,3.491666666666667,6,2011-02-28 14:45:00,2011-02-28 14:45:00,0,158.5,1.0,1,1,1,111,About to Sleep
12510.0,143,2,814.5699999999999,347,11.193548387096774,2.7319354838709677,28,2011-01-18 14:04:00,2011-07-20 10:15:00,182,407.28499999999997,0.01092896174863388,2,2,3,223,About to Sleep
12512.0,66,2,138.03,99,2.911764705882353,2.5794117647058825,31,2011-10-04 14:53:00,2011-10-04 14:55:00,0,69.015,2.0,3,2,1,321,Lost
12513.0,113,1,558.29,459,13.5,1.7152941176470589,34,2011-08-19 10:51:00,2011-08-19 10:51:00,0,558.29,1.0,2,1,3,213,About to Sleep
12514.0,267,1,1017.68,440,8.627450980392156,3.296862745098039,51,2011-03-17 16:38:00,2011-03-17 16:38:00,0,1017.68,1.0,1,1,4,114,About to Sleep
12515.0,353,1,278.7,128,8.533333333333333,4.9,15,2010-12-21 15:43:00,2010-12-21 15:43:00,0,278.7,1.0,1,1,2,112,About to Sleep
12516.0,78,2,1186.06,868,36.166666666666664,1.4529166666666666,19,2011-06-12 11:37:00,2011-09-23 09:13:00,102,593.03,0.019417475728155338,2,2,4,224,About to Sleep
12517.0,28,4,2322.84,1361,4.843416370106762,2.1856939501779356,231,2011-06-02 15:13:00,2011-11-11 13:57:00,161,580.71,0.024691358024691357,4,4,5,445,Champions
12518.0,1,5,1840.89,1306,10.974789915966387,2.2000840336134453,83,2011-08-21 13:18:00,2011-12-09 10:13:00,109,368.178,0.045454545454545456,5,4,4,544,Champions
12519.0,64,1,286.84,180,10.588235294117647,2.108235294117647,16,2011-10-07 09:26:00,2011-10-07 09:26:00,0,286.84,1.0,3,1,2,312,Lost
12520.0,79,5,2346.2599999999998,1423,9.680272108843537,2.7880272108843536,120,2011-03-11 11:35:00,2011-09-21 15:23:00,194,469.25199999999995,0.02564102564102564,2,4,5,245,Loyal Customers
12521.0,143,1,545.68,306,8.27027027027027,2.5902702702702705,37,2011-07-20 10:51:00,2011-07-20 10:51:00,0,545.68,1.0,2,1,3,213,About to Sleep
12522.0,39,2,156.72,192,19.2,2.4010000000000002,10,2011-10-19 14:41:00,2011-10-31 15:30:00,12,78.36,0.15384615384615385,3,2,1,321,Lost
12523.0,19,11,1699.77,860,8.431372549019608,4.423137254901961,83,2011-01-12 09:43:00,2011-11-20 12:55:00,312,154.52454545454546,0.03514376996805112,4,5,4,454,Champions
12524.0,9,8,3945.72,3669,26.977941176470587,2.0298529411764705,112,2011-01-10 10:35:00,2011-11-30 15:31:00,324,493.215,0.024615384615384615,5,5,5,555,Champions
12526.0,1,3,1172.66,624,9.176470588235293,2.7076470588235293,63,2011-09-06 14:19:00,2011-12-09 12:09:00,93,390.8866666666667,0.031914893617021274,5,3,4,534,Potential Loyalists
12527.0,82,3,330.71000000000004,233,13.705882352941176,2.0429411764705883,17,2011-01-18 12:05:00,2011-09-19 11:55:00,243,110.23666666666668,0.012295081967213115,2,3,2,232,Lost
12528.0,9,6,1645.48,740,8.604651162790697,4.615,49,2011-01-31 09:05:00,2011-11-30 14:40:00,303,274.24666666666667,0.019736842105263157,5,5,4,554,Champions
12530.0,60,4,1500.28,904,14.580645161290322,2.974838709677419,50,2011-01-07 10:04:00,2011-10-11 12:34:00,277,375.07,0.014388489208633094,3,4,4,344,Loyal Customers
12531.0,15,1,125.22,45,2.6470588235294117,3.8094117647058825,17,2011-11-25 11:12:00,2011-11-25 11:12:00,0,125.22,1.0,4,1,1,411,New Customers
12532.0,30,1,313.83000000000004,151,10.066666666666666,2.744666666666667,15,2011-11-09 13:47:00,2011-11-09 13:47:00,0,313.83000000000004,1.0,4,1,2,412,New Customers
12534.0,131,1,981.18,645,10.403225806451612,2.794032258064516,62,2011-08-01 10:26:00,2011-08-01 10:26:00,0,981.18,1.0,2,1,4,214,About to Sleep
12535.0,92,2,716.35,219,6.4411764705882355,4.451470588235294,28,2011-06-06 12:47:00,2011-09-09 08:48:00,94,358.175,0.021052631578947368,2,2,3,223,About to Sleep
12536.0,59,1,4279.71,2801,10.814671814671815,2.891158301158301,259,2011-10-11 14:52:00,2011-10-11 14:52:00,0,4279.71,1.0,3,1,5,315,Cannot Lose Them
12538.0,29,1,363.95,191,9.095238095238095,3.6433333333333335,21,2011-11-10 17:16:00,2011-11-10 17:16:00,0,363.95,1.0,4,1,2,412,New Customers
12539.0,22,4,5568.35,2067,7.571428571428571,4.176520146520147,157,2011-01-10 09:11:00,2011-11-17 13:30:00,311,1392.0875,0.01282051282051282,4,4,5,445,Champions
12540.0,20,17,11580.24,6620,14.36008676789588,2.956377440347072,276,2010-12-13 09:39:00,2011-11-20 11:31:00,342,681.1905882352941,0.04956268221574344,4,5,5,455,Champions
